2019-09-16 at 9:59,,,,,,
System_Date_(Y-M-D),System_Time_(h:m:s),CO₂_(µmol_mol⁻¹),H₂O_(mmol_mol⁻¹),CO₂_Absorption,H₂O_Absorption,Flow_Rate_(L_min⁻¹)
16-09-2019,10:29:53,4.74E+02,2.50E+01,8.94E-02,1.25E-01,7.47E-01
16-09-2019,10:29:54,4.73E+02,2.49E+01,8.93E-02,1.25E-01,7.48E-01
16-09-2019,10:29:55,4.75E+02,2.49E+01,8.96E-02,1.25E-01,7.49E-01
16-09-2019,10:29:56,4.73E+02,2.49E+01,8.92E-02,1.25E-01,7.62E-01
16-09-2019,10:29:57,4.72E+02,2.49E+01,8.92E-02,1.25E-01,7.57E-01
16-09-2019,10:29:58,4.71E+02,2.49E+01,8.90E-02,1.25E-01,7.73E-01
16-09-2019,10:29:59,4.68E+02,2.49E+01,8.84E-02,1.25E-01,8.02E-01
16-09-2019,10:30:00,4.62E+02,2.49E+01,8.76E-02,1.25E-01,8.02E-01
16-09-2019,10:30:01,4.61E+02,2.49E+01,8.77E-02,1.25E-01,7.98E-01
16-09-2019,10:30:02,4.66E+02,2.49E+01,8.86E-02,1.25E-01,7.82E-01
16-09-2019,10:30:03,4.64E+02,2.49E+01,8.78E-02,1.25E-01,7.52E-01
16-09-2019,10:30:04,4.61E+02,2.49E+01,8.77E-02,1.25E-01,7.55E-01
16-09-2019,10:30:05,4.61E+02,2.49E+01,8.76E-02,1.25E-01,7.90E-01
16-09-2019,10:30:06,4.61E+02,2.49E+01,8.77E-02,1.25E-01,7.54E-01
16-09-2019,10:30:07,4.62E+02,2.49E+01,8.80E-02,1.25E-01,7.53E-01
16-09-2019,10:30:08,4.68E+02,2.49E+01,8.87E-02,1.25E-01,7.60E-01
16-09-2019,10:30:09,4.68E+02,2.50E+01,8.87E-02,1.25E-01,7.62E-01
16-09-2019,10:30:10,4.66E+02,2.49E+01,8.82E-02,1.25E-01,7.74E-01
16-09-2019,10:30:11,4.69E+02,2.50E+01,8.89E-02,1.25E-01,7.88E-01
16-09-2019,10:30:12,4.72E+02,2.50E+01,8.94E-02,1.25E-01,7.54E-01
16-09-2019,10:30:13,4.85E+02,2.50E+01,9.15E-02,1.25E-01,7.59E-01
16-09-2019,10:30:14,4.85E+02,2.50E+01,9.15E-02,1.25E-01,7.59E-01
16-09-2019,10:30:15,5.15E+02,2.51E+01,9.57E-02,1.26E-01,7.77E-01
16-09-2019,10:30:16,5.31E+02,2.52E+01,9.71E-02,1.26E-01,7.91E-01
16-09-2019,10:30:17,5.32E+02,2.53E+01,9.68E-02,1.26E-01,7.84E-01
16-09-2019,10:30:18,5.29E+02,2.52E+01,9.65E-02,1.26E-01,7.72E-01
16-09-2019,10:30:19,5.29E+02,2.52E+01,9.65E-02,1.26E-01,7.72E-01
16-09-2019,10:30:20,5.18E+02,2.52E+01,9.54E-02,1.26E-01,7.66E-01
16-09-2019,10:30:21,5.07E+02,2.51E+01,9.28E-02,1.26E-01,7.54E-01
16-09-2019,10:30:22,5.07E+02,2.51E+01,9.28E-02,1.26E-01,7.54E-01
16-09-2019,10:30:23,5.19E+02,2.50E+01,9.52E-02,1.26E-01,7.77E-01
16-09-2019,10:30:24,5.25E+02,2.50E+01,9.69E-02,1.26E-01,7.78E-01
16-09-2019,10:30:25,5.25E+02,2.50E+01,9.69E-02,1.26E-01,7.78E-01
16-09-2019,10:30:26,5.21E+02,2.50E+01,9.53E-02,1.25E-01,7.70E-01
16-09-2019,10:30:27,5.03E+02,2.49E+01,9.27E-02,1.25E-01,7.85E-01
16-09-2019,10:30:28,4.95E+02,2.49E+01,9.24E-02,1.25E-01,7.69E-01
16-09-2019,10:30:29,5.04E+02,2.49E+01,9.39E-02,1.25E-01,7.47E-01
16-09-2019,10:30:30,5.11E+02,2.49E+01,9.36E-02,1.25E-01,7.36E-01
16-09-2019,10:30:31,4.74E+02,2.49E+01,8.83E-02,1.25E-01,7.43E-01
16-09-2019,10:30:32,4.51E+02,2.48E+01,8.58E-02,1.25E-01,7.65E-01
16-09-2019,10:30:33,4.39E+02,2.48E+01,8.44E-02,1.25E-01,7.52E-01
16-09-2019,10:30:34,4.39E+02,2.48E+01,8.44E-02,1.25E-01,7.52E-01
16-09-2019,10:30:35,4.38E+02,2.48E+01,8.45E-02,1.25E-01,7.53E-01
16-09-2019,10:30:36,4.41E+02,2.48E+01,8.51E-02,1.25E-01,7.84E-01
16-09-2019,10:30:37,4.43E+02,2.49E+01,8.52E-02,1.25E-01,7.65E-01
16-09-2019,10:30:38,4.44E+02,2.49E+01,8.55E-02,1.25E-01,7.72E-01
16-09-2019,10:30:39,4.48E+02,2.49E+01,8.60E-02,1.25E-01,7.59E-01
16-09-2019,10:30:40,4.52E+02,2.49E+01,8.69E-02,1.25E-01,7.47E-01
16-09-2019,10:30:41,4.60E+02,2.49E+01,8.76E-02,1.25E-01,7.85E-01
16-09-2019,10:30:42,4.65E+02,2.49E+01,8.84E-02,1.25E-01,7.66E-01
16-09-2019,10:30:43,4.64E+02,2.50E+01,8.78E-02,1.25E-01,7.49E-01
16-09-2019,10:30:44,4.63E+02,2.50E+01,8.81E-02,1.25E-01,7.64E-01
16-09-2019,10:30:45,4.66E+02,2.50E+01,8.84E-02,1.25E-01,7.86E-01
16-09-2019,10:30:46,4.90E+02,2.50E+01,9.26E-02,1.26E-01,7.72E-01
16-09-2019,10:30:47,4.93E+02,2.50E+01,9.14E-02,1.26E-01,7.41E-01
16-09-2019,10:30:48,4.83E+02,2.50E+01,9.03E-02,1.25E-01,7.79E-01
16-09-2019,10:30:49,4.83E+02,2.50E+01,9.03E-02,1.25E-01,7.79E-01
16-09-2019,10:30:50,4.74E+02,2.50E+01,8.93E-02,1.25E-01,7.71E-01
16-09-2019,10:30:51,4.73E+02,2.50E+01,8.95E-02,1.26E-01,7.53E-01
16-09-2019,10:30:52,4.88E+02,2.51E+01,9.16E-02,1.26E-01,7.23E-01
16-09-2019,10:30:53,4.83E+02,2.50E+01,9.06E-02,1.26E-01,7.49E-01
16-09-2019,10:30:54,4.86E+02,2.50E+01,9.11E-02,1.26E-01,7.34E-01
16-09-2019,10:30:55,4.86E+02,2.50E+01,9.11E-02,1.26E-01,7.34E-01
16-09-2019,10:30:56,4.79E+02,2.50E+01,9.01E-02,1.26E-01,7.33E-01
16-09-2019,10:30:57,4.82E+02,2.50E+01,9.06E-02,1.26E-01,7.58E-01
16-09-2019,10:30:58,4.82E+02,2.50E+01,9.06E-02,1.26E-01,7.58E-01
16-09-2019,10:30:59,4.70E+02,2.50E+01,8.90E-02,1.26E-01,7.38E-01
16-09-2019,10:31:00,4.85E+02,2.50E+01,9.17E-02,1.26E-01,7.45E-01
16-09-2019,10:31:01,4.85E+02,2.50E+01,9.17E-02,1.26E-01,7.45E-01
16-09-2019,10:31:02,5.20E+02,2.51E+01,9.59E-02,1.26E-01,7.59E-01
16-09-2019,10:31:03,5.23E+02,2.51E+01,9.58E-02,1.26E-01,7.75E-01
16-09-2019,10:31:04,5.15E+02,2.52E+01,9.45E-02,1.26E-01,7.68E-01
16-09-2019,10:31:05,5.12E+02,2.51E+01,9.45E-02,1.26E-01,7.78E-01
16-09-2019,10:31:06,5.19E+02,2.51E+01,9.54E-02,1.26E-01,7.77E-01
16-09-2019,10:31:07,5.20E+02,2.51E+01,9.54E-02,1.26E-01,7.77E-01
16-09-2019,10:31:08,5.22E+02,2.51E+01,9.61E-02,1.26E-01,7.66E-01
16-09-2019,10:31:09,5.25E+02,2.51E+01,9.57E-02,1.26E-01,7.61E-01
16-09-2019,10:31:10,5.17E+02,2.51E+01,9.53E-02,1.26E-01,7.66E-01
16-09-2019,10:31:11,5.22E+02,2.51E+01,9.57E-02,1.26E-01,8.12E-01
16-09-2019,10:31:12,5.21E+02,2.51E+01,9.57E-02,1.26E-01,7.93E-01
16-09-2019,10:31:13,5.22E+02,2.52E+01,9.56E-02,1.26E-01,7.90E-01
16-09-2019,10:31:14,5.14E+02,2.51E+01,9.44E-02,1.26E-01,8.21E-01
16-09-2019,10:31:15,4.99E+02,2.51E+01,9.22E-02,1.26E-01,7.78E-01
16-09-2019,10:31:16,4.91E+02,2.51E+01,9.18E-02,1.26E-01,8.06E-01
16-09-2019,10:31:17,4.91E+02,2.52E+01,9.15E-02,1.26E-01,7.93E-01
16-09-2019,10:31:18,4.87E+02,2.51E+01,9.10E-02,1.26E-01,8.04E-01
16-09-2019,10:31:19,4.85E+02,2.52E+01,9.10E-02,1.26E-01,7.84E-01
16-09-2019,10:31:20,4.89E+02,2.52E+01,9.15E-02,1.26E-01,8.08E-01
16-09-2019,10:31:21,4.92E+02,2.52E+01,9.20E-02,1.26E-01,7.98E-01
16-09-2019,10:31:22,5.00E+02,2.52E+01,9.31E-02,1.26E-01,7.94E-01
16-09-2019,10:31:23,5.02E+02,2.52E+01,9.31E-02,1.26E-01,7.86E-01
16-09-2019,10:31:24,4.98E+02,2.53E+01,9.24E-02,1.26E-01,7.60E-01
16-09-2019,10:31:25,4.98E+02,2.53E+01,9.24E-02,1.26E-01,7.60E-01
16-09-2019,10:31:26,4.93E+02,2.53E+01,9.19E-02,1.26E-01,7.67E-01
16-09-2019,10:31:27,4.73E+02,2.52E+01,8.86E-02,1.26E-01,7.59E-01
16-09-2019,10:31:28,4.73E+02,2.52E+01,8.86E-02,1.26E-01,7.59E-01
16-09-2019,10:31:29,4.59E+02,2.52E+01,8.73E-02,1.26E-01,7.69E-01
16-09-2019,10:31:30,4.66E+02,2.52E+01,8.88E-02,1.26E-01,7.69E-01
16-09-2019,10:31:31,4.66E+02,2.52E+01,8.88E-02,1.26E-01,7.69E-01
16-09-2019,10:31:32,4.45E+02,2.51E+01,8.57E-02,1.26E-01,7.83E-01
16-09-2019,10:31:33,4.52E+02,2.50E+01,8.63E-02,1.26E-01,7.80E-01
16-09-2019,10:31:34,4.52E+02,2.50E+01,8.63E-02,1.26E-01,7.80E-01
16-09-2019,10:31:35,4.44E+02,2.50E+01,8.57E-02,1.25E-01,7.32E-01
16-09-2019,10:31:36,4.44E+02,2.50E+01,8.54E-02,1.26E-01,7.59E-01
16-09-2019,10:31:37,4.46E+02,2.50E+01,8.59E-02,1.26E-01,7.42E-01
16-09-2019,10:31:38,4.58E+02,2.51E+01,8.77E-02,1.26E-01,7.66E-01
16-09-2019,10:31:39,4.64E+02,2.51E+01,8.80E-02,1.26E-01,7.70E-01
16-09-2019,10:31:40,4.61E+02,2.52E+01,8.76E-02,1.26E-01,7.51E-01
16-09-2019,10:31:41,4.61E+02,2.52E+01,8.79E-02,1.26E-01,7.69E-01
16-09-2019,10:31:42,4.56E+02,2.51E+01,8.65E-02,1.26E-01,8.00E-01
16-09-2019,10:31:43,4.47E+02,2.50E+01,8.59E-02,1.26E-01,7.98E-01
16-09-2019,10:31:44,4.53E+02,2.50E+01,8.65E-02,1.26E-01,7.90E-01
16-09-2019,10:31:45,4.46E+02,2.51E+01,8.56E-02,1.26E-01,7.93E-01
16-09-2019,10:31:46,4.48E+02,2.51E+01,8.61E-02,1.26E-01,7.59E-01
16-09-2019,10:31:47,4.48E+02,2.51E+01,8.59E-02,1.26E-01,7.43E-01
16-09-2019,10:31:48,4.44E+02,2.51E+01,8.52E-02,1.26E-01,7.40E-01
16-09-2019,10:31:49,4.40E+02,2.51E+01,8.48E-02,1.26E-01,7.38E-01
16-09-2019,10:31:50,4.42E+02,2.51E+01,8.54E-02,1.26E-01,7.52E-01
16-09-2019,10:31:51,4.43E+02,2.51E+01,8.51E-02,1.26E-01,7.77E-01
16-09-2019,10:31:52,4.41E+02,2.52E+01,8.50E-02,1.26E-01,7.56E-01
16-09-2019,10:31:53,4.40E+02,2.52E+01,8.48E-02,1.26E-01,7.53E-01
16-09-2019,10:31:54,4.40E+02,2.53E+01,8.50E-02,1.27E-01,7.86E-01
16-09-2019,10:31:55,4.41E+02,2.53E+01,8.51E-02,1.27E-01,7.60E-01
16-09-2019,10:31:56,4.44E+02,2.53E+01,8.56E-02,1.27E-01,7.59E-01
16-09-2019,10:31:57,4.48E+02,2.54E+01,8.61E-02,1.27E-01,7.58E-01
16-09-2019,10:31:58,4.54E+02,2.54E+01,8.71E-02,1.27E-01,7.70E-01
16-09-2019,10:31:59,4.61E+02,2.54E+01,8.80E-02,1.27E-01,7.82E-01
16-09-2019,10:32:00,4.69E+02,2.55E+01,8.95E-02,1.27E-01,7.83E-01
16-09-2019,10:32:01,4.69E+02,2.55E+01,8.95E-02,1.27E-01,7.83E-01
16-09-2019,10:32:02,4.80E+02,2.55E+01,9.00E-02,1.27E-01,7.95E-01
16-09-2019,10:32:03,4.73E+02,2.55E+01,8.94E-02,1.27E-01,7.94E-01
16-09-2019,10:32:04,4.73E+02,2.55E+01,8.94E-02,1.27E-01,7.94E-01
16-09-2019,10:32:05,4.68E+02,2.55E+01,8.87E-02,1.27E-01,7.94E-01
16-09-2019,10:32:06,4.68E+02,2.54E+01,8.88E-02,1.27E-01,8.05E-01
16-09-2019,10:32:07,4.68E+02,2.54E+01,8.88E-02,1.27E-01,8.05E-01
16-09-2019,10:32:08,4.66E+02,2.54E+01,8.82E-02,1.27E-01,7.95E-01
16-09-2019,10:32:09,4.66E+02,2.54E+01,8.83E-02,1.27E-01,7.95E-01
16-09-2019,10:32:10,4.66E+02,2.54E+01,8.83E-02,1.27E-01,7.95E-01
16-09-2019,10:32:11,4.50E+02,2.53E+01,8.62E-02,1.27E-01,7.81E-01
16-09-2019,10:32:12,4.51E+02,2.53E+01,8.65E-02,1.27E-01,7.72E-01
16-09-2019,10:32:13,4.50E+02,2.53E+01,8.62E-02,1.26E-01,7.58E-01
16-09-2019,10:32:14,4.48E+02,2.52E+01,8.59E-02,1.26E-01,7.96E-01
16-09-2019,10:32:15,4.51E+02,2.52E+01,8.68E-02,1.26E-01,7.90E-01
16-09-2019,10:32:16,4.61E+02,2.53E+01,8.79E-02,1.27E-01,7.53E-01
16-09-2019,10:32:17,4.62E+02,2.52E+01,8.81E-02,1.26E-01,7.50E-01
16-09-2019,10:32:18,4.60E+02,2.52E+01,8.76E-02,1.26E-01,7.61E-01
16-09-2019,10:32:19,4.55E+02,2.52E+01,8.68E-02,1.26E-01,7.69E-01
16-09-2019,10:32:20,4.50E+02,2.52E+01,8.61E-02,1.26E-01,8.09E-01
16-09-2019,10:32:21,4.49E+02,2.52E+01,8.64E-02,1.26E-01,7.97E-01
16-09-2019,10:32:22,4.57E+02,2.52E+01,8.77E-02,1.26E-01,7.88E-01
16-09-2019,10:32:23,4.68E+02,2.52E+01,8.85E-02,1.26E-01,8.14E-01
16-09-2019,10:32:24,4.58E+02,2.52E+01,8.73E-02,1.26E-01,7.94E-01
16-09-2019,10:32:25,4.56E+02,2.52E+01,8.71E-02,1.26E-01,8.04E-01
16-09-2019,10:32:26,4.58E+02,2.52E+01,8.76E-02,1.26E-01,7.77E-01
16-09-2019,10:32:27,4.61E+02,2.52E+01,8.78E-02,1.26E-01,7.80E-01
16-09-2019,10:32:28,4.61E+02,2.52E+01,8.80E-02,1.26E-01,7.86E-01
16-09-2019,10:32:29,4.65E+02,2.52E+01,8.84E-02,1.26E-01,7.66E-01
16-09-2019,10:32:30,4.66E+02,2.53E+01,8.85E-02,1.26E-01,7.51E-01
16-09-2019,10:32:31,4.70E+02,2.52E+01,8.91E-02,1.26E-01,7.71E-01
16-09-2019,10:32:32,4.68E+02,2.52E+01,8.88E-02,1.26E-01,7.70E-01
16-09-2019,10:32:33,4.68E+02,2.52E+01,8.89E-02,1.26E-01,7.90E-01
16-09-2019,10:32:34,4.69E+02,2.52E+01,8.90E-02,1.26E-01,7.61E-01
16-09-2019,10:32:35,4.70E+02,2.53E+01,8.90E-02,1.26E-01,7.68E-01
16-09-2019,10:32:36,4.71E+02,2.52E+01,8.93E-02,1.26E-01,7.53E-01
16-09-2019,10:32:37,4.71E+02,2.52E+01,8.93E-02,1.26E-01,7.53E-01
16-09-2019,10:32:38,4.82E+02,2.53E+01,9.08E-02,1.27E-01,7.36E-01
16-09-2019,10:32:39,4.85E+02,2.53E+01,9.11E-02,1.27E-01,7.25E-01
16-09-2019,10:32:40,4.85E+02,2.53E+01,9.11E-02,1.27E-01,7.25E-01
16-09-2019,10:32:41,4.78E+02,2.53E+01,9.00E-02,1.27E-01,7.47E-01
16-09-2019,10:32:42,4.78E+02,2.53E+01,9.04E-02,1.27E-01,7.55E-01
16-09-2019,10:32:43,4.78E+02,2.53E+01,9.04E-02,1.27E-01,7.55E-01
16-09-2019,10:32:44,5.00E+02,2.53E+01,9.30E-02,1.27E-01,7.67E-01
16-09-2019,10:32:45,5.14E+02,2.53E+01,9.50E-02,1.27E-01,7.71E-01
16-09-2019,10:32:46,5.14E+02,2.53E+01,9.50E-02,1.27E-01,7.71E-01
16-09-2019,10:32:47,5.01E+02,2.53E+01,9.33E-02,1.27E-01,7.80E-01
16-09-2019,10:32:48,5.04E+02,2.53E+01,9.36E-02,1.27E-01,7.75E-01
16-09-2019,10:32:49,5.03E+02,2.53E+01,9.34E-02,1.27E-01,7.78E-01
16-09-2019,10:32:50,5.01E+02,2.53E+01,9.31E-02,1.27E-01,7.63E-01
16-09-2019,10:32:51,4.99E+02,2.53E+01,9.30E-02,1.27E-01,7.91E-01
16-09-2019,10:32:52,5.04E+02,2.53E+01,9.37E-02,1.27E-01,7.61E-01
16-09-2019,10:32:53,5.08E+02,2.53E+01,9.42E-02,1.27E-01,7.49E-01
16-09-2019,10:32:54,5.08E+02,2.53E+01,9.41E-02,1.27E-01,7.55E-01
16-09-2019,10:32:55,5.11E+02,2.53E+01,9.46E-02,1.27E-01,7.64E-01
16-09-2019,10:32:56,5.11E+02,2.53E+01,9.44E-02,1.27E-01,7.83E-01
16-09-2019,10:32:57,5.21E+02,2.54E+01,9.62E-02,1.27E-01,7.58E-01
16-09-2019,10:32:58,5.17E+02,2.54E+01,9.48E-02,1.27E-01,7.60E-01
16-09-2019,10:32:59,5.14E+02,2.54E+01,9.51E-02,1.27E-01,7.85E-01
16-09-2019,10:33:00,5.30E+02,2.54E+01,9.79E-02,1.27E-01,7.66E-01
16-09-2019,10:33:01,5.56E+02,2.55E+01,1.00E-01,1.27E-01,7.77E-01
16-09-2019,10:33:02,5.44E+02,2.55E+01,9.77E-02,1.27E-01,7.66E-01
16-09-2019,10:33:03,5.36E+02,2.55E+01,9.85E-02,1.27E-01,7.53E-01
16-09-2019,10:33:04,5.44E+02,2.55E+01,9.80E-02,1.27E-01,7.87E-01
16-09-2019,10:33:05,5.28E+02,2.55E+01,9.68E-02,1.27E-01,7.60E-01
16-09-2019,10:33:06,5.42E+02,2.55E+01,9.87E-02,1.27E-01,7.53E-01
16-09-2019,10:33:07,5.53E+02,2.55E+01,1.00E-01,1.27E-01,7.85E-01
16-09-2019,10:33:08,5.67E+02,2.56E+01,1.02E-01,1.28E-01,7.74E-01
16-09-2019,10:33:09,5.81E+02,2.56E+01,1.04E-01,1.28E-01,7.71E-01
16-09-2019,10:33:10,5.75E+02,2.56E+01,1.02E-01,1.28E-01,7.74E-01
16-09-2019,10:33:11,5.77E+02,2.56E+01,1.03E-01,1.28E-01,7.79E-01
16-09-2019,10:33:12,5.77E+02,2.56E+01,1.03E-01,1.28E-01,7.79E-01
16-09-2019,10:33:13,5.94E+02,2.57E+01,1.05E-01,1.28E-01,7.45E-01
16-09-2019,10:33:14,5.68E+02,2.56E+01,1.03E-01,1.28E-01,7.47E-01
16-09-2019,10:33:15,5.84E+02,2.57E+01,1.04E-01,1.28E-01,7.37E-01
16-09-2019,10:33:16,5.84E+02,2.57E+01,1.04E-01,1.28E-01,7.37E-01
16-09-2019,10:33:17,6.44E+02,2.59E+01,1.12E-01,1.29E-01,7.01E-01
16-09-2019,10:33:18,6.55E+02,2.59E+01,1.11E-01,1.29E-01,7.29E-01
16-09-2019,10:33:19,6.55E+02,2.59E+01,1.11E-01,1.29E-01,7.29E-01
16-09-2019,10:33:20,5.87E+02,2.58E+01,1.04E-01,1.28E-01,7.62E-01
16-09-2019,10:33:21,5.77E+02,2.59E+01,1.03E-01,1.29E-01,7.29E-01
16-09-2019,10:33:22,5.77E+02,2.59E+01,1.03E-01,1.29E-01,7.29E-01
16-09-2019,10:33:23,5.77E+02,2.58E+01,1.03E-01,1.28E-01,7.54E-01
16-09-2019,10:33:24,5.87E+02,2.59E+01,1.04E-01,1.28E-01,7.45E-01
16-09-2019,10:33:25,5.85E+02,2.58E+01,1.04E-01,1.28E-01,7.48E-01
16-09-2019,10:33:26,5.88E+02,2.58E+01,1.04E-01,1.28E-01,7.46E-01
16-09-2019,10:33:27,5.90E+02,2.58E+01,1.05E-01,1.28E-01,7.65E-01
16-09-2019,10:33:28,5.92E+02,2.57E+01,1.04E-01,1.28E-01,7.58E-01
16-09-2019,10:33:29,5.73E+02,2.57E+01,1.02E-01,1.28E-01,7.74E-01
16-09-2019,10:33:30,5.71E+02,2.57E+01,1.02E-01,1.28E-01,8.10E-01
16-09-2019,10:33:31,5.64E+02,2.57E+01,1.00E-01,1.28E-01,7.98E-01
16-09-2019,10:33:32,5.54E+02,2.57E+01,1.00E-01,1.28E-01,7.74E-01
16-09-2019,10:33:33,5.60E+02,2.57E+01,1.00E-01,1.28E-01,7.80E-01
16-09-2019,10:33:34,5.43E+02,2.57E+01,9.81E-02,1.28E-01,7.94E-01
16-09-2019,10:33:35,5.37E+02,2.56E+01,9.79E-02,1.28E-01,7.90E-01
16-09-2019,10:33:36,5.42E+02,2.57E+01,9.87E-02,1.28E-01,7.59E-01
16-09-2019,10:33:37,5.51E+02,2.57E+01,9.96E-02,1.28E-01,7.61E-01
16-09-2019,10:33:38,5.48E+02,2.57E+01,9.90E-02,1.28E-01,7.90E-01
16-09-2019,10:33:39,5.50E+02,2.57E+01,9.97E-02,1.28E-01,7.62E-01
16-09-2019,10:33:40,5.48E+02,2.57E+01,9.89E-02,1.28E-01,7.64E-01
16-09-2019,10:33:41,5.43E+02,2.56E+01,9.84E-02,1.28E-01,7.81E-01
16-09-2019,10:33:42,5.40E+02,2.57E+01,9.81E-02,1.28E-01,7.71E-01
16-09-2019,10:33:43,5.42E+02,2.57E+01,9.86E-02,1.28E-01,7.76E-01
16-09-2019,10:33:44,5.43E+02,2.57E+01,9.85E-02,1.28E-01,7.48E-01
16-09-2019,10:33:45,5.49E+02,2.57E+01,9.97E-02,1.28E-01,7.56E-01
16-09-2019,10:33:46,5.53E+02,2.56E+01,9.96E-02,1.28E-01,7.75E-01
16-09-2019,10:33:47,5.53E+02,2.56E+01,9.96E-02,1.28E-01,7.75E-01
16-09-2019,10:33:48,5.54E+02,2.56E+01,1.00E-01,1.28E-01,7.91E-01
16-09-2019,10:33:49,5.52E+02,2.56E+01,9.94E-02,1.28E-01,7.73E-01
16-09-2019,10:33:50,5.49E+02,2.56E+01,9.91E-02,1.28E-01,7.54E-01
16-09-2019,10:33:51,5.59E+02,2.56E+01,1.01E-01,1.28E-01,7.30E-01
16-09-2019,10:33:52,5.59E+02,2.56E+01,1.01E-01,1.28E-01,7.30E-01
16-09-2019,10:33:53,5.78E+02,2.56E+01,1.03E-01,1.28E-01,7.37E-01
16-09-2019,10:33:54,5.76E+02,2.56E+01,1.02E-01,1.28E-01,7.38E-01
16-09-2019,10:33:55,5.76E+02,2.56E+01,1.02E-01,1.28E-01,7.38E-01
16-09-2019,10:33:56,5.68E+02,2.56E+01,1.02E-01,1.28E-01,7.35E-01
16-09-2019,10:33:57,5.69E+02,2.56E+01,1.02E-01,1.28E-01,7.38E-01
16-09-2019,10:33:58,5.69E+02,2.56E+01,1.02E-01,1.28E-01,7.38E-01
16-09-2019,10:33:59,5.62E+02,2.56E+01,1.01E-01,1.28E-01,7.40E-01
16-09-2019,10:34:00,5.64E+02,2.56E+01,1.01E-01,1.28E-01,7.33E-01
16-09-2019,10:34:01,5.68E+02,2.56E+01,1.02E-01,1.28E-01,7.41E-01
16-09-2019,10:34:02,5.70E+02,2.56E+01,1.02E-01,1.28E-01,7.47E-01
16-09-2019,10:34:03,5.72E+02,2.56E+01,1.02E-01,1.28E-01,7.58E-01
16-09-2019,10:34:04,5.69E+02,2.56E+01,1.02E-01,1.28E-01,7.63E-01
16-09-2019,10:34:05,5.68E+02,2.57E+01,1.02E-01,1.28E-01,7.38E-01
16-09-2019,10:34:06,5.70E+02,2.56E+01,1.02E-01,1.28E-01,7.25E-01
16-09-2019,10:34:07,5.69E+02,2.56E+01,1.02E-01,1.28E-01,7.34E-01
16-09-2019,10:34:08,5.75E+02,2.56E+01,1.02E-01,1.28E-01,7.56E-01
16-09-2019,10:34:09,5.60E+02,2.57E+01,1.00E-01,1.28E-01,7.36E-01
16-09-2019,10:34:10,5.36E+02,2.57E+01,9.72E-02,1.28E-01,7.36E-01
16-09-2019,10:34:11,5.28E+02,2.57E+01,9.66E-02,1.28E-01,7.36E-01
16-09-2019,10:34:12,5.30E+02,2.56E+01,9.68E-02,1.28E-01,7.69E-01
16-09-2019,10:34:13,5.27E+02,2.56E+01,9.65E-02,1.28E-01,7.66E-01
16-09-2019,10:34:14,5.40E+02,2.57E+01,9.89E-02,1.28E-01,7.57E-01
16-09-2019,10:34:15,5.45E+02,2.56E+01,9.82E-02,1.28E-01,7.62E-01
16-09-2019,10:34:16,5.35E+02,2.56E+01,9.77E-02,1.28E-01,7.72E-01
16-09-2019,10:34:17,5.31E+02,2.56E+01,9.63E-02,1.28E-01,7.78E-01
16-09-2019,10:34:18,5.34E+02,2.56E+01,9.86E-02,1.28E-01,7.85E-01
16-09-2019,10:34:19,5.57E+02,2.57E+01,1.00E-01,1.28E-01,7.59E-01
16-09-2019,10:34:20,5.42E+02,2.57E+01,9.79E-02,1.28E-01,7.44E-01
16-09-2019,10:34:21,5.31E+02,2.56E+01,9.69E-02,1.28E-01,7.42E-01
16-09-2019,10:34:22,5.37E+02,2.57E+01,9.79E-02,1.28E-01,7.35E-01
16-09-2019,10:34:23,5.37E+02,2.57E+01,9.79E-02,1.28E-01,7.35E-01
16-09-2019,10:34:24,5.39E+02,2.56E+01,9.80E-02,1.28E-01,7.36E-01
16-09-2019,10:34:25,5.35E+02,2.56E+01,9.75E-02,1.28E-01,7.77E-01
16-09-2019,10:34:26,5.38E+02,2.57E+01,9.80E-02,1.28E-01,7.79E-01
16-09-2019,10:34:27,5.39E+02,2.56E+01,9.80E-02,1.28E-01,7.77E-01
16-09-2019,10:34:28,5.39E+02,2.56E+01,9.80E-02,1.28E-01,7.77E-01
16-09-2019,10:34:29,5.37E+02,2.57E+01,9.78E-02,1.28E-01,7.62E-01
16-09-2019,10:34:30,5.39E+02,2.56E+01,9.81E-02,1.28E-01,7.43E-01
16-09-2019,10:34:31,5.39E+02,2.56E+01,9.81E-02,1.28E-01,7.43E-01
16-09-2019,10:34:32,5.44E+02,2.57E+01,9.88E-02,1.28E-01,7.85E-01
16-09-2019,10:34:33,5.46E+02,2.57E+01,9.88E-02,1.28E-01,7.66E-01
16-09-2019,10:34:34,5.46E+02,2.57E+01,9.88E-02,1.28E-01,7.66E-01
16-09-2019,10:34:35,5.46E+02,2.57E+01,9.88E-02,1.28E-01,7.60E-01
16-09-2019,10:34:36,5.43E+02,2.57E+01,9.84E-02,1.28E-01,7.78E-01
16-09-2019,10:34:37,5.53E+02,2.57E+01,1.01E-01,1.28E-01,7.53E-01
16-09-2019,10:34:38,5.71E+02,2.57E+01,1.02E-01,1.28E-01,7.43E-01
16-09-2019,10:34:39,5.58E+02,2.57E+01,1.00E-01,1.28E-01,7.37E-01
16-09-2019,10:34:40,5.53E+02,2.57E+01,9.97E-02,1.28E-01,7.50E-01
16-09-2019,10:34:41,5.57E+02,2.57E+01,1.01E-01,1.28E-01,7.49E-01
